nombre,categoria,rating,reviews,horario,direccion,ciudad,provincia,web,telefono,mapa,imagen,reseña
Cocodrilo Negro Cafe,Bar restaurante,"4,7",1040,"lunes, Cerrado; martes, Cerrado; miércoles, Cerrado; jueves, Cerrado; viernes, De 20:00 a 24:00; sábado, De 12:00 a 17:00, De 20:00 a 24:00; domingo, De 12:00 a 17:00","Industrial, 24412 Cabañas Raras, León",Cabañas Raras,León,,987 45 34 03,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2936.012009510165!2d-6.612915503210448!3d42.6187013!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30b911291fd19b%3A0x82d2e513e081fce7!2sCocodrilo%20Negro%20Cafe!5e0!3m2!1ses!2ses!4v1748725846215!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrTcNaa3F9hN1uXhvcLJox6V9w3UrBVipiX2ANXVitLkI9-h84Jd6sTc960G0s_rNPnm3qrrNh_n2OMh7THqXzLKGsUGIy080absbCTyrx8cx4r56-xr4fDe8qrGxJssgMvcnNTvA=w408-h306-k-no,"Cocodrilo Negro Cafe, ubicado en Cabañas Raras, destaca según sus visitantes por comentarios como: Recomendable 100% no, 200%, el chico y la chica que nos atendieron una maravilla, comida espectacular. Se nota cuando las cosas se hacen con cariño. Volveremos sin duda las próximas veces que visitemos Cabañas Raras. Gracias!!!."
Hostal Restaurante El Bayo,Bar restaurante,"4,3",1284,,"C. Ventas Cachón, S/n, 24492 Cubillos del Sil, León",Cubillos del Sil,León,https://restauranteelbayo.com/,987 45 82 54,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2936.071433585731!2d-6.596216603210448!3d42.617441!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30b9c2f423acc7%3A0x3932b169646a1230!2sHostal%20Restaurante%20El%20Bayo!5e0!3m2!1ses!2ses!4v1748726190688!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq6QvCYl1wjhIkXOuZKLTCOCuhprTHwvxLcKls5CzlcGezInNvQmXVC-8oJU05ry-gzHJW7qWeNai6eDHdns9JLtFJYkmIXSIKRKEd4nPPO8Mkdjhgsx77mLphACt7a59-_ZLDN0w=w426-h240-k-no,"Hostal Restaurante El Bayo, ubicado en Cubillos del Sil, destaca según sus visitantes por comentarios como: El menú es variado y asequible. La atención fue inmejorable, muy rápidos y atentos. La comida estaba muy rica. Un sitio para poder recomendar.."
Monte Irago Bar Restaurante,Restaurante,"4,9",38,,"C. Real, 24722 Foncebadón, León",Foncebadón,León,,655 32 96 67,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2942.0210369363867!2d-6.347239903210449!3d42.49110540000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3753f6a6fe7417%3A0x17ae7f4f29efeaec!2sMonte%20Irago%20Bar%20Restaurante!5e0!3m2!1ses!2ses!4v1748726740970!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noPYTbmUXvWInYdiP3CNnLtfi1A04RKFpFlU-TG0m43ETaHt9szCblvar5nqtbvYKaJPrUZd_SP6rNwsjbn2B5ZKqrnhwcvdt0MtlgIkErserIK1USAxQOmH0pXbS18UKPyOC4l=w408-h612-k-no,"Monte Irago Bar Restaurante, ubicado en Foncebadón, destaca según sus visitantes por comentarios como: Solo hemos comido pero me ha dado pena no estar alojada en este albergue porque el ambiente que se respiraba era fantástico. La comida, casera (pan casero delicioso incluso) y rica, en especial la ensalada especial y el crepe.."
Café Valkiria,Cafetería,"4,1",2798,"lunes, De 7:00 a 17:00; martes, De 7:00 a 1:00; miércoles, De 7:00 a 1:00; jueves, De 7:00 a 1:00; viernes, De 7:00 a 1:00; sábado, De 8:00 a 1:00; domingo, De 8:00 a 1:00","Av. Ordoño II, 33, 24001 León",León,León,,987 07 01 21,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2937.0519825802758!2d-5.581100103210449!3d42.5966406!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd379a914b27e15d%3A0x7135658dfa5d4edb!2sCaf%C3%A9%20Valkiria!5e0!3m2!1ses!2ses!4v1748726441751!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqJpv9Kz8j24IZBb9aOhQ_u6vXDk7EhRB6IhStIZBYYvQgP-LYE8GS8U92nAaaOEv0aBhGrTGsDTUSKah9G0Nidn-Oyy0sBNA2HTZz91Lld7V9Trsekank71MVVCRlrhd1p2-jRkA=w425-h240-k-no,"Café Valkiria, ubicado en León, destaca según sus visitantes por comentarios como: Cafetería muy animada, estaba casi llena cuando fui. Café bastante bueno a 1,80€. De tapa, rosquilla o churro. Tienen carta para comer o picar algo, con la cocina abierta todo el día. El local es agradable y está bien decorado. Tiene una buena terraza fuera en la calle peatonal.."
"Holy Cow Crepes, Café y Gelato",Heladería,"4,7",971,"lunes, De 15:30 a 22:30; martes, De 15:30 a 22:30; miércoles, Cerrado; jueves, De 15:30 a 22:30; viernes, De 15:30 a 22:30; sábado, De 14:30 a 22:30; domingo, De 14:30 a 22:00","Calle Serranos, Plaza Torres de Omaña, 2, 24003 León",León,León,http://holycow.es/,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2936.897343802825!2d-5.5740420032104145!3d42.5999215!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd379a9b0368ab69%3A0x889d0983253447b5!2sHoly%20Cow%20Crepes%2C%20Caf%C3%A9%20y%20Gelato!5e0!3m2!1ses!2ses!4v1748725359565!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipPFmbRRJ0UDuy28FwArGkij49TNG6saGK7ejiDt=w408-h304-k-no,"Holy Cow Crepes, Café y Gelato, ubicado en León, destaca según sus visitantes por comentarios como: Con el buen tiempo que hace, apetece disfrutar de un helado, y gracias a Google Maps, descubrir está heladería italiana. Me pedí un helado de café, y muy rico de sabor, y muy buena textura, digna de un buen gelato. El de pistacho también muy rico, recomendando para los amantes del pasticho. Esta es solo una muestra del aprecio (o crítica) que genera entre quienes lo visitan."
Lion Crep,Crepería,"4,3",1790,"lunes, De 17:00 a 22:30; martes, De 17:00 a 22:30; miércoles, De 17:00 a 22:30; jueves, De 9:30 a 13:00, De 17:00 a 22:30; viernes, De 9:30 a 13:00, De 17:00 a 23:00; sábado, De 9:30 a 13:00, De 17:00 a 23:00; domingo, De 9:30 a 13:00, De 17:00 a 22:30","Calle Pilotos Regueral, 2, 24002 León",León,León,http://www.lioncrep.com/,987 26 69 42,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2936.9709432393684!2d-5.5760966032104315!3d42.59836000000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd379a9a6c21b6e7%3A0x432631de115c0e69!2sLion%20Crep!5e0!3m2!1ses!2ses!4v1748725339976!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipNRdEo584NodKS8LW2soYD8k7Y-IAC3MVR_zU-l=w408-h306-k-no,"Lion Crep, ubicado en León, destaca según sus visitantes por comentarios como: Pedimos dos totostadas, unos batidos y un gofre... Era la primera vez que iba a este local y la verdad me decepciono mucho. No hay servicio de mesas en El propio local, el precio está fuera de lugar para lo que te sirven, un batido de 6 euros bien merece un vaso de cristal, a la vista queda en la foto la tostada de queso y salmón.... queso tirado en la tostadas y un salmón blanquecino que ni era salmón ni era nada, presentación cero. No lo recomiendo."
Lion Crep,Crepería,"4,4",516,"lunes, De 17:00 a 22:00; martes, De 17:00 a 22:00; miércoles, De 17:00 a 22:00; jueves, De 10:00 a 13:00, De 17:00 a 22:00; viernes, De 10:00 a 13:00, De 17:00 a 22:00; sábado, De 10:00 a 13:00, De 17:00 a 22:00; domingo, De 10:00 a 13:00, De 17:00 a 22:00","Av. San Juan de Sahagún, 15, 24007 León",León,León,http://www.lioncrep.com/,624 31 49 74,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2936.60366434291!2d-5.57201770321045!3d42.6061518!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd379b9d887cccd7%3A0xbc0b42c5ed5eea5!2sLion%20Crep!5e0!3m2!1ses!2ses!4v1748725350891!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npscPR1winlLWRzX-SPJRttWkEs3vY8zTouSmhbNc2P2Vbo8A1RqCX2yJcgGtf2oBRiH_xh6QjPryC-iRsRN3Nl6qrz3Dkpt20Xj6HEBj6XzgZQbSmo_a683MM7AB2fVnikcnwd=w408-h306-k-no,"Lion Crep, ubicado en León, destaca según sus visitantes por comentarios como: Dulce que te quiero dulce!!... Aunque también hay cosas saladas. Mucho dónde elegir, todo apetecible y todo goloso!!.... Esta es solo una muestra del aprecio (o crítica) que genera entre quienes lo visitan."
Crepe&amp;Roll Molinaseca,Heladería,"4,7",92,"lunes, Cerrado; martes, Cerrado; miércoles, De 18:00 a 22:30; jueves, Cerrado; viernes, De 18:00 a 23:30; sábado, De 16:30 a 23:30; domingo, De 16:30 a 23:30","Tr.ª Manuel Fraga, 24413 Molinaseca, León",Molinaseca,León,,692 56 20 29,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2939.788736150083!2d-6.52380140321045!3d42.5385423!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30b1f3935fd4f3%3A0x31280b9dee265e07!2sCrepe%26Roll%20Molinaseca!5e0!3m2!1ses!2ses!4v1748725532298!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipMaS6kWYbDQ-vGpCLkJZTna7vMYp_obUC4sP_5v=w408-h306-k-no,"Crepe&amp;Roll Molinaseca, ubicado en Molinaseca, destaca según sus visitantes por comentarios como: Tuve una experiencia increíble al cenar hamburguesas y croquetas con mis amigos. La comida estaba deliciosa, el servicio fue excepcional y el ambiente era perfecto. Definitivamente le daría una reseña de 5 estrellas y lo recomendaría a cualquiera que quiera disfrutar de una deliciosa cena informal. ¡Volveremos!."
7 Sillas,Restaurante,"4,5",1971,"lunes, De 12:30 a 17:00, De 19:30 a 24:00; martes, De 9:00 a 17:00; miércoles, Cerrado; jueves, De 12:30 a 17:00, De 19:30 a 24:00; viernes, De 12:30 a 17:00, De 19:30 a 24:00; sábado, De 12:30 a 17:00, De 19:30 a 24:00; domingo, De 12:30 a 17:00","Pl. Ayuntamiento, 7, 24400 Ponferrada, León",Ponferrada,León,https://7sillas.es/,647 55 19 21,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2939.502927860799!2d-6.601791803210464!3d42.5446127!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30ba90422b7f45%3A0x19c7af2eff6fc740!2s7%20Sillas!5e0!3m2!1ses!2ses!4v1748725814018!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrAZK_rGClKux5JxGGcTrFCJ9sF4p393KrSeOvkYzxtB-ktSCQoL5TAsTdOWWE_ek9fFZ4jpJBy4ElMjOF-bgwIZnuL3jSsVanxJwrBYl8OKNrktUbnxtC5UPIWZqR7ZdXEczA=w408-h306-k-no,"7 Sillas, ubicado en Ponferrada, destaca según sus visitantes por comentarios como: De viaje a A Coruña paramos a hacer un descanso y ver el bonito centro de Ponferrada y descubrimos este maravilloso restaurante donde sirven un Menú de mucha calidad de lunes a viernes. El fin de semana también tienen menú algo más caro. La calidad precio es espectacular. Repetiremos y el personal del restaurante muy amable y ágil.."
Ágora,Restaurante,"4,4",784,"lunes, De 9:00 a 22:00; martes, De 9:00 a 22:00; miércoles, De 9:00 a 22:00; jueves, De 9:00 a 22:00; viernes, De 9:00 a 24:00; sábado, De 9:00 a 24:00; domingo, De 9:00 a 22:00","Parque del Temple, Av. Portugal, N° 1, 24403 Ponferrada, León",Ponferrada,León,https://www.agoraponferrada.es/,987 41 54 05,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2939.4342393090965!2d-6.611570503210437!3d42.546071500000004!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30ba8d85461287%3A0xdf889ee349975218!2zw4Fnb3Jh!5e0!3m2!1ses!2ses!4v1748725593466!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noTAqlPlwvSmJQvgJ91qCU8cqdTQoFuXxM8Hlmq4BdJB-itvscTBYUqXkYip9kOvASrXWx080XdudScDfvwj61rhGgbR50BytS_6oUEXubusuVdRyZt1UkFIHsdz1xVG7EkFEpm=w426-h240-k-no,"Ágora, ubicado en Ponferrada, destaca según sus visitantes por comentarios como: Tengo que decir que para mí es uno de los mejores sitios de Ponferrada para desayunar y merendar, aún no hemos comido allí pero no tardaremos en probarlo. Es visita obligada cada vez que voy a Ponferrada, me encanta ir a desayunar ,…."
Aldir oficinas,Papelería,"4,5",15,"lunes, De 9:30 a 14:00, De 17:00 a 20:00; martes, De 9:30 a 14:00, De 17:00 a 20:00; miércoles, De 9:30 a 14:00, De 17:00 a 20:00; jueves, De 9:30 a 14:00, De 17:00 a 20:00; viernes, De 9:30 a 14:00, De 17:00 a 20:00; sábado, Cerrado; domingo, Cerrado","Av. Astorga, 6, 24400 Ponferrada, León",Ponferrada,León,http://www.aldiroficinas.es/,987 17 59 49,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2939.3741282001283!2d-6.593127803210456!3d42.547348099999994!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30ba836a3aaaab%3A0x715c5973733104ac!2sAldir%20oficinas!5e0!3m2!1ses!2ses!4v1748726145157!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npTXSsEhTC6ZzAU2vRM0rqF8lIu9GUXotR_-uA-UMtTHEpiEIetSxGbZdJMx0GKJmxq4FdML4h6ssWHNBAxvAlHWWaVprJmgkm94ye5teFQsj1CSoMxjvrdvAJTX1vNQcoWQApd=w408-h725-k-no,"Aldir oficinas, ubicado en Ponferrada, destaca según sus visitantes por comentarios como: Me ha cobrado 0,2€ por imprimir una copia en blanco y negro para un envío y pegarla con celo. Inédito."
Alpinarium,Restaurante,5,65,,"Av. de Molinaseca, 20, 24400 Ponferrada, León",Ponferrada,León,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2939.454994866174!2d-6.5860541032104924!3d42.54563070000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30bb77cc84ecef%3A0x7b57069576057f61!2sAlpinarium!5e0!3m2!1ses!2ses!4v1748725945087!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noeczMlBi6VoI1et8JMRlGGUcGQDjJBgx8h8s4gd7PkdPZhg9xzEgUKjafwHtgShLdnnV58CHMsU1Cjzku7bYwvmmrwU58PSI46jCRE_CKV0wIjmwYBnsUIr3KjK5DTUl7KpJUg=w408-h481-k-no,"Alpinarium, ubicado en Ponferrada, destaca según sus visitantes por comentarios como: Excelente todo. En el ingreso nos sorprendió gratamente la mesa preparada con frutas, agua y cereal para peregrinos. La carta muy variada.  La comida la preparan al momento, es muy fresca. La atención muy cálida . Los precios muy buenos y…."
Arco del Cenador,Restaurante,"4,5",2207,"lunes, Cerrado; martes, Cerrado; miércoles, De 12:30 a 16:00, De 20:00 a 24:00; jueves, De 12:30 a 16:00, De 20:00 a 24:00; viernes, De 12:30 a 16:00, De 20:00 a 24:00; sábado, De 12:30 a 16:00, De 20:00 a 24:00; domingo, De 12:30 a 16:00, De 20:00 a 24:00","Av. de Molinaseca, 8, 24400 Ponferrada, León",Ponferrada,León,https://arcodelcenador.wixsite.com/arco,987 41 11 35,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2939.458733484778!2d-6.5868068032104485!3d42.545551300000014!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30ba9c5f2e2cc5%3A0x37b549ae7b058d85!2sArco%20del%20Cenador!5e0!3m2!1ses!2ses!4v1748725731860!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipPg7T9njzXdqBAblkcFFV7zpEPKb2w2l_fhsZz6=w408-h272-k-no,"Arco del Cenador, ubicado en Ponferrada, destaca según sus visitantes por comentarios como: Menú de festivo a 23€,la comida bien realizada,servicio bueno y un buen ambiente,buena relación calidad precio. Aparte del menú también tienen carta tipo tapeo.."
Astiárraga Ponferrada,Papelería,"4,8",26,"lunes, De 9:00 a 14:00, De 16:30 a 20:00; martes, De 9:00 a 14:00, De 16:30 a 20:00; miércoles, De 9:00 a 14:00, De 16:30 a 20:00; jueves, De 9:00 a 14:00, De 16:30 a 20:00; viernes, De 9:00 a 14:00, De 16:30 a 20:00; sábado, De 10:00 a 13:30; domingo, Cerrado","C. Mateo Garza, 6, 24400 Ponferrada, León",Ponferrada,León,http://www.astiarraga.es/,987 40 16 61,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2939.210941265849!2d-6.605693403210433!3d42.55081360000002!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30bb77234fd2e9%3A0x1b8ac269cbc6f218!2sAsti%C3%A1rraga%20Ponferrada!5e0!3m2!1ses!2ses!4v1748725880485!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipMdOJLEuz1sFTaLohwcg3ahpn1moKzbXtGzZYbB=w408-h266-k-no,"Astiárraga Ponferrada, ubicado en Ponferrada, destaca según sus visitantes por comentarios como: Siempre que he ido a fotocopiar me atiende Patri, siempre me atiende con una sonrisa, y mucha amabilidad, una chica que ya hace que te encuentres en casa con ella. Súper profesional, lo hace todo al milímetro, con rapidez y eficacia… nunca he visto a alguien igual. Se le nota, que ama a sus clientes y su trabajo.. Esta es solo una muestra del aprecio (o crítica) que genera entre quienes lo visitan."
Autoservicios Familia,Supermercado,"4,3",603,"lunes, De 9:00 a 21:30; martes, De 9:00 a 21:30; miércoles, De 9:00 a 21:30; jueves, De 9:00 a 21:30; viernes, De 9:00 a 21:30; sábado, De 9:00 a 21:30; domingo, Cerrado","Av. Galicia, 311-313, 24404 Ponferrada, León",Ponferrada,León,https://www.familiaonline.es/,987 45 90 51,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2938.383667021665!2d-6.648993003210448!3d42.56837839999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30bbbcf05a57e1%3A0xf618c8062b778109!2sAutoservicios%20Familia!5e0!3m2!1ses!2ses!4v1748726024407!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrPPN5VyEMWFvpUWtvHgZuRjQid19zDJh0XC6Kpialy-QCEIbHadpEqUpD1XUOmqMq_U2h7kTT7PIfpF3k5RsakDMMFlz2Ameg3T_w8u2RHJ5t548rI8BExJZ4xdCDfh42HgWg=w408-h303-k-no,"Autoservicios Familia, ubicado en Ponferrada, destaca según sus visitantes por comentarios como: Personal muy amable en general sobretodo  en cajas reponedoras y charcutería. Pero en pescadería una de las chica tiene mal talante responde mal y alguna vez sus compis han tenido q tapar o defenderla de los malos gestos y contestaciones, a primera hora ya está mal humor y lo mismo uno de los chicos de carniceria."
BAZAR CHINO,Bazar,3,2,,"P.º San Antonio, 5, 24400 Ponferrada, León",Ponferrada,León,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2939.3741282001283!2d-6.593127803210456!3d42.547348099999994!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30bb003ed92d43%3A0x10f2eb92305a79cc!2sBAZAR%20CHINO!5e0!3m2!1ses!2ses!4v1748726135969!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I2qJFJXi38gRJsmQJ-kj6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.1283&pitch=0&thumbfov=100,"BAZAR CHINO, ubicado en Ponferrada, destaca según sus visitantes por comentarios como: Tienen de todo y son muy atentos."
Bazar Plantio,Bazar,"4,4",9,"lunes, De 9:30 a 14:30, De 16:30 a 21:30; martes, De 9:30 a 14:30, De 16:30 a 21:30; miércoles, De 9:30 a 14:30, De 16:30 a 21:30; jueves, De 9:30 a 14:30, De 16:30 a 21:30; viernes, De 9:30 a 14:30, De 16:30 a 21:30; sábado, De 9:30 a 14:30, De 16:30 a 21:30; domingo, Cerrado","n*1/ Avenida de El Bierzo, Av. Astorga, n*2, 24401 Ponferrada, León",Ponferrada,León,,664 76 60 46,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2939.268673610699!2d-6.588037103210449!3d42.5495876!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30bba1fb33bd93%3A0xd533afbe50b7a934!2sBazar%20Plantio!5e0!3m2!1ses!2ses!4v1748725962313!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipMNVMDX6J7UEmi1MYlL4DrnIdYMOsoDs4HCHSuf=w408-h306-k-no,"Bazar Plantio, ubicado en Ponferrada, destaca según sus visitantes por comentarios como: Muy amables los dueños. Bazar muy surtido. Siempre que he ido he encontrado lo que buscaba y a muy buen precio.."
